"Órgão Sup UResp Compra ID","Órgão Vinc UResp Compra DESC","Órgão UResp Compra ID","Órgão UResp Compra DESC","Cod UResp Compra DESC","Cod UResp Compra NOME","UF UResp Compra DESC","Municipio UResp Compra DESC","Número Processo Compra DESC","Modalidade Compra DESC","Identif Compra DESC","Tipo Licitação DESC","Inciso Disp Legal DESC","Forma Compra DESC","Objeto Compra DESC","Dia Abert Sessão Publ ID","Sit Atual Compra DESC","Existência Result Compra DESC","Dia Homologação Compra DESC","Sub-rogação Compra DESC","Valor Total Homologado"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243012903201732","Pregão","15814805000072017","Não se Aplica","NAO SE APLICA","SISRP","Objeto: Pregão Eletrônico -  Registro de preços para futura e eventual contratação de empresa para prestação de serviços técnico-especializados na organização e realização de concurso público, incluídos a contratação de todo pessoal (apoio, fiscais, componentes da banca de avaliação das provas práticas, títulos e desempenho-didático) responsável pela elaboração, impressão e aplicação de provas para seleção de pessoas para o provimento dos cargos efetivos da carreira de Técnico-Administrativos em Educação",11/1/2018,"Publicado","Existe Resultado de Compra","19 Mar 2018","Não Subrogou Compra","3.358.542,0000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243013939201733","Pregão","15814805000012018","Não se Aplica","NAO SE APLICA","SISRP","Objeto: Pregão Eletrônico -  Implantação do Registro de Preços, e sua posterior implementação para contratação de empresa(s) especializada(s), devidamente autorizada(s) pela Agência Nacional e Telecomunicações (ANATEL), para prestação de serviço acesso à Internet e/ou serviço de rede ponto a ponto  LAN to LAN , durante o período de 12 meses, a partir da data de assinatura da Ata de Registro de Preços, conforme especificações descritas no Termo de Referência.",25/1/2018,"Publicado","Existe Resultado de Compra","02 Fev 2018","Não Subrogou Compra","40.477,5000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243004948201814","Pregão","15814805000042018","Não se Aplica","NAO SE APLICA","SISRP","Objeto: Pregão Eletrônico -  Registro de preços para eventual contratação de empresa especializada para prestação do serviço de hospedagem com fornecimento de alimentação nos municípios de Porto Velho/RO, Ariquemes/RO, Ji-Paraná/RO, Cacoal/RO, Vilhena/RO, Guajará-Mirim/RO e Jaru/RO, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.",27/8/2018,"Evento de Resultado de Julgamento Publicado","Existe Resultado de Compra","26 Set 2018","Não Subrogou Compra","1.159.822,6000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243001038201880","Pregão","15814805000052018","Não se Aplica","NAO SE APLICA","SISRP","Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação continuada de serviços de limpeza, asseio e conservação, que compreenderá o fornecimento de mão de obra e todo o material de consumo e equipamentos necessários e adequados à execução dos serviços, sob regime de execução indireta, pelo período de 12 (doze) meses, admitida a prorrogação nos termos da lei, conforme condições constantes do Termo de Referência e seus anexos.",29/8/2018,"Evento de Resultado de Julgamento Publicado","Existe Resultado de Compra","20 Set 2018","Não Subrogou Compra","801.259,7934"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243019784201820","Pregão","15814805000062018","Não se Aplica","NAO SE APLICA","SISRP","Objeto: Pregão Eletrônico -  Registro de preços para eventual contratação de empresa especializada para montagem de divisórias em gesso acartonado, portas de vidro, janelas de vidro, remoção e reinstalação de divisórias e persianas, conforme condições constantes do Termo de Referência e seus anexos.",7/11/2018,"Evento de Resultado de Julgamento Publicado","Existe Resultado de Compra","08 Nov 2018","Não Subrogou Compra","135.442,5000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243000288201801","Inexigibilidade de Licitação","15814807000012018","Não se Aplica","INCISO II","SISPP","Objeto: Participação da servidora Silvane Maria Pereira Brandão no curso de capacitação Gramática para Preparadores e Revisores de Texto.",31/12/1899,"Encerrado","Existe Resultado de Compra","01 Jan 1900","Não Subrogou Compra","410,0000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243002821201861","Dispensa de Licitação","15814806000012018","Não se Aplica","INCISO I","SISPP","Objeto: Contratação de empresa especializada em prestação dos serviços de interligação elétrica da subestação de 300 KVA  aos blocos de sala de aula, prédio administrativo e prédio pedagógico, para atender a demanda urgente do IFRO-Campus Jaru.",31/12/1899,"Encerrado","Existe Resultado de Compra","01 Jan 1900","Não Subrogou Compra","14.030,4700"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243002290201814","Dispensa de Licitação","15814806000022018","Não se Aplica","INCISO XXII","SISPP","Objeto: Contratação, por prazo indeterminado, de empresa especializada em serviços de energia elétrica, para atender a demanda do IFRO-Campus Jaru.",31/12/1899,"Publicado","Existe Resultado de Compra","01 Jan 1900","Não Subrogou Compra","114.000,0000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243001110201879","Dispensa de Licitação","15814806000032018","Não se Aplica","INCISO II","SISPP","Objeto: Contratação de empresa especializada na prestação de serviço de manutenção na central telefônica (PABX), para atender a demanda do IFRO-Reitoria.",31/12/1899,"Encerrado","Existe Resultado de Compra","01 Jan 1900","Não Subrogou Compra","200,0000"
26000,"MINISTERIO DA EDUCACAO",26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","RO","PORTO VELHO","23243007788201865","Dispensa de Licitação","15814806000042018","Não se Aplica","INCISO I","SISPP","Objeto: Contratação de empresa especializada em serviços de avaliação de imóveis, para atender a demanda do IFRO.",31/12/1899,"Encerrado","Existe Resultado de Compra","01 Jan 1900","Não Subrogou Compra","8.300,0000"
