Órgão Sup UResp Compra ID,Órgão Vinc UResp Compra DESC,Órgão UResp Compra ID,Órgão UResp Compra DESC,Cod UResp Compra DESC,Cod UResp Compra NOME,UF UResp Compra DESC,Municipio UResp Compra DESC,Número Processo Compra DESC,Modalidade Compra DESC,Identif Compra DESC,Tipo Licitação DESC,Inciso Disp Legal DESC,Forma Compra DESC,Objeto Compra DESC,Ano Resultado Compra DESC,Dia Abert Sessão Publ ID,Sit Atual Compra DESC,Existência Result Compra DESC,Dia Homologação Compra ID,Sub-rogação Compra DESC,Valor Total Homologado
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243003319201958,Pregão,15814805000012019,Não se Aplica,NAO SE APLICA,SISRP,Objeto: Pregão Eletrônico -  Contratação de empresa especializada em Certificação Digital A3.,2019,14/3/2019,Evento de Resultado de Julgamento Publicado,Existe Resultado de Compra,14/3/2019,Não Subrogou Compra,"61.920,00"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243023507201811,Pregão,15814805000022019,Não se Aplica,NAO SE APLICA,SISRP,"Objeto: Pregão Eletrônico -  Aquisição de materiais esportivos para subsidiar o projeto autodenominado ""DELAS"" do IFRO.",2019,5/4/2019,Evento de Resultado de Julgamento Publicado,Existe Resultado de Compra,5/4/2019,Não Subrogou Compra,"134.445,38"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243003830201950,Pregão,15814805000042019,Não se Aplica,NAO SE APLICA,SISRP,"Objeto: Pregão Eletrônico -  Aquisição de material de divulgação institucional, conforme condições, quantidades e exigências estabelecidas nas especificações detalhadas ao documento Anexo A - Especificações detalhadas e no Termo de Referência para atender o IFRO.",2019,21/5/2019,Evento de Resultado de Julgamento Publicado,Existe Resultado de Compra,13/6/2019,Não Subrogou Compra,"1.187.263,97"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243005199201842,Pregão,15814805000052019,Não se Aplica,NAO SE APLICA,SISRP,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação continuada de serviços de licença de acesso à plataforma online de biblioteca virtual, para atender aos cursos ofertados pelos campi e polos EaD do IFRO, pelo período de 12 (doze) meses, admitida a prorrogação nos termos da lei, conforme condições e exigências estabelecidas no Termo de Referência.",2019,10/6/2019,Evento de Resultado de Julgamento Publicado,Existe Resultado de Compra,10/6/2019,Não Subrogou Compra,"50.220,00"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243004048201958,Pregão,15814805000062019,Não se Aplica,NAO SE APLICA,SISRP,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação continuada de serviço de atendimento a pessoas com necessidades especiais, para atender os alunos do Instituto Federal de Educação, Ciência e Tecnologia de Rondônia - IFRO, pelo período de 12 (doze) meses, admitida a prorrogação nos termos da lei.",2019,2/8/2019,Evento de Resultado de Julgamento Publicado,Existe Resultado de Compra,21/8/2019,Não Subrogou Compra,"5.018.931,00"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243010977201815,Pregão,15814805000072019,Não se Aplica,NAO SE APLICA,SISRP,Objeto: Pregão Eletrônico -  Aquisição de equipamentos e softwares de Datacenter (Hiperconvergência) para suprir as demandas do Instituto Federal de Rondônia - IFRO e do Instituto Federal do Mato Grosso - IFMT.,2019,14/8/2019,Evento de Resultado de Julgamento Publicado,Existe Resultado de Compra,4/9/2019,Não Subrogou Compra,"4.421.412,26"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243017721201839,Pregão,15814805000092019,Não se Aplica,NAO SE APLICA,SISRP,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de outddor e busdoor para atender o Instituto Federal de Educação, Ciência e Tecnologia de Rondônia-IFRO, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.",2019,21/10/2019,Publicado,Existe Resultado de Compra,22/10/2019,Não Subrogou Compra,"182.349,68"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243003326201950,Inexigibilidade de Licitação,15814807000012019,Não se Aplica,CAPUT,SISPP,"Objeto: O objeto da contratação é a prestação de serviços, de publicação no Diário Oficial da União de atos oficiais e demais matérias de interesse do(a) CONTRATANTE, conforme estabelecido no Decreto nº 9.215, de 29/11/2017, combinado com a Portaria nº 283, de 2/10/2018,  alterações posteriores e demais cominações legais",2019,1/1/1900,Publicado,Existe Resultado de Compra,1/1/1900,Subrogou Compra,"59.472,00"
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243004716201947,Dispensa de Licitação,15814806000012019,Não se Aplica,INCISO II,SISPP,"Objeto: Contratação de empresa especializada para o fornecimento de carga de Gás Liquefeito de Petróleo - GLP (13Kg) - de acordo com as normas atuais da Agência Nacional do Petróleo   ANP - para atender a Reitoria do Instituto Federal de Rondônia (IFRO), no ano de 2019.",2019,1/1/1900,Encerrado,Existe Resultado de Compra,1/1/1900,Não Subrogou Compra,960
26000,MINISTERIO DA EDUCACAO,26421,"INST.FED.DE EDUC.,CIENC.E TEC. DE RONDONIA",158148,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",RO,PORTO VELHO,23243005701201904,Inexigibilidade de Licitação,15814807000022019,Não se Aplica,INCISO II,SISPP,Objeto: Participação de servidores no 3º Congresso Brasileiro de Boas Práticas em Contratos e Compras Públicas.,2019,1/1/1900,Encerrado,Existe Resultado de Compra,1/1/1900,Não Subrogou Compra,"6.000,00"
